sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
3588_,1.792,37.046,-24.099,129.081,129.081,0.275,128.887,129.275,3,2,7.921,0.486,98.585,of locally unvoiced frames: 98.585%   (209 / 212),0,0,of voice breaks: 0   (0 seconds / 1.791714 seconds),8.668,686.624, --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.77,0.317,5.608,842.897,1858.302,2890.871,3920.638
3592_TẢ_single,0.538,68.891,-18.851,123.277,124.365,11.991,100.251,155.02,65,64,8.059,0.809,3.279,of locally unvoiced frames: 3.279%   (2 / 61),0,0,of voice breaks: 0   (0 seconds / 0.538480 seconds),4.377,352.736,2.566,2.384,9.426,0.976,4.246,4.213,7.131,0.861,0.202,11.003,843.361,1534.236,2617.459,3906.595
3596_,1.001,41.058,-19.332,118.364,118.364,5.714,114.323,122.404,4,3,8.554,0.366,97.436,of locally unvoiced frames: 97.436%   (114 / 117),0,0,of voice breaks: 0   (0 seconds / 1.000892 seconds),3.739,319.833,2.493, --undefined-- ,28.825,2.2, --undefined-- , --undefined-- , --undefined-- ,0.786,0.28,5.859,928.049,1934.904,3054.108,4049.211
3600_TẢ_single,0.508,68.242,-20.344,120.589,120.485,6.316,105.879,137.069,54,52,8.284,0.497,10.345,of locally unvoiced frames: 10.345%   (6 / 58),1,12.803,of voice breaks: 12.803%   (0.065098 seconds / 0.508453 seconds),3.277,271.501,1.797,1.21,11.018,1.006,5.582,5.167,7.637,0.878,0.164,11.89,821.493,1572.716,2898.42,4061.002
3604_,3.813,61.409,-18.212,154.566,152.923,13.596,123.514,203.988,133,131,6.532,0.567,76.652,of locally unvoiced frames: 76.652%   (348 / 454),1,2.151,of voice breaks: 2.151%   (0.082018 seconds / 3.812793 seconds),1.795,117.226,0.887,1.033,10.828,1.187,3.2,5.465,13.565,0.918,0.121,15.13,743.395,1797.409,2873.932,3884.985
3608_thễ,0.215,70.517,-19.686,137.946,142.619,48.82,80.654,198.521,27,25,6.876,2.474,0,of locally unvoiced frames: 0   (0 / 22),1,10.096,of voice breaks: 10.096%   (0.021722 seconds / 0.215146 seconds),5.793,398.351,3.617,4.146,13.837,1.308,4.29,7.922,15.241,0.811,0.389,8.483,518.485,1987.747,2831.663,4091.5
3612_,2.296,65.503,-17.369,139.753,141.403,16.314,113.975,180.937,204,200,7.075,0.824,36.765,of locally unvoiced frames: 36.765%   (100 / 272),3,33.25,of voice breaks: 33.250%   (0.763417 seconds / 2.296007 seconds),1.723,121.911,0.691,0.714,9.298,1.066,2.369,4.17,11.221,0.944,0.072,16.599,560.602,1717.72,2691.641,3734.863
3616_thễ,0.213,71.795,-18.416,176.916,173.415,8.41,158.24,183.38,34,33,5.772,0.33,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.212532 seconds),3.131,180.687,1.511,2.13,13.75,1.608,6.261,10.155,13.967,0.872,0.191,10.249,494.84,2042.859,2922.939,4132.33
3620_,2.853,65.394,-17.621,143.481,143.102,16.963,111.825,182.421,207,204,6.99,0.849,48.968,of locally unvoiced frames: 48.968%   (166 / 339),2,46.362,of voice breaks: 46.362%   (1.322598 seconds / 2.852731 seconds),1.852,129.461,0.795,0.924,10.316,1.112,2.972,5.016,12.102,0.933,0.092,15.789,630.508,1748.63,2792.747,3803.218
3624_thế,0.207,70.825,-17.349,139.463,141.66,7.774,132.518,156.588,27,26,7.031,0.396,0,of locally unvoiced frames: 0   (0 / 21),0,0,of voice breaks: 0   (0 seconds / 0.206760 seconds),1.396,98.142,0.324,0.495,4.488,0.473,1.368,2.238,2.541,0.967,0.035,16.523,475.211,1915.382,2819.426,3903.443
3628_,2.611,64.594,-16.741,144.773,144.124,15.136,119.047,183.34,218,214,6.938,0.739,41.935,of locally unvoiced frames: 41.935%   (130 / 310),3,40.277,of voice breaks: 40.277%   (1.051755 seconds / 2.611310 seconds),1.828,126.807,0.903,0.795,9.258,0.986,2.977,4.544,10.307,0.936,0.091,16.324,580.357,1700.647,2759.017,3756.213
3632_thế,0.206,70.473,-16.221,132.919,132.733,3.713,127.728,139.159,25,24,7.519,0.219,0,of locally unvoiced frames: 0   (0 / 21),0,0,of voice breaks: 0   (0 seconds / 0.205510 seconds),1.069,80.385,0.287,0.483,7.655,0.893,1.928,3.702,6.149,0.961,0.043,16.201,451.868,1875.115,2766.975,3911.987
3636_,3.453,63.779,-17.069,144.407,144.509,16.772,112.738,201.229,212,209,6.918,0.837,58.394,of locally unvoiced frames: 58.394%   (240 / 411),2,55.212,of voice breaks: 55.212%   (1.906718 seconds / 3.453453 seconds),2.29,158.435,1.081,1.076,10.078,1.066,3.159,4.91,12.329,0.924,0.112,15.966,676.874,1763.355,2817.29,3844.975
3640_thể,0.211,71.956,-16.083,136.161,138.936,26.482,104.882,173.008,27,26,7.204,1.412,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.211478 seconds),2.369,170.635,0.506,0.634,7.018,0.622,2.281,4.452,12.063,0.92,0.091,12.524,478.716,1909.606,2769.167,3713.361
3644_,2.595,65.269,-15.842,136.321,138.997,17.813,108.902,191.574,214,211,7.187,0.941,41.558,of locally unvoiced frames: 41.558%   (128 / 308),2,38.418,of voice breaks: 38.418%   (0.996920 seconds / 2.594898 seconds),1.789,128.588,0.772,0.89,10.524,1.079,3.288,5.539,12.874,0.934,0.087,15.841,635.283,1692.598,2736.634,3711.923
3648_thể,0.185,72.51,-16.938,142.136,141.346,23.164,109.429,169.746,24,23,7.138,1.222,0,of locally unvoiced frames: 0   (0 / 19),0,0,of voice breaks: 0   (0 seconds / 0.185207 seconds),2.298,164.04,0.442,0.638,6.74,0.597,1.839,4.027,11.809,0.933,0.075,12.952,475.211,1949.149,2880.305,3953.81
3652_,6.084,61.646,-16.781,137.596,139.877,18.264,105.193,204.721,199,195,7.178,0.888,76.754,of locally unvoiced frames: 76.754%   (558 / 727),3,75.195,of voice breaks: 75.195%   (4.574797 seconds / 6.083919 seconds),1.543,110.727,0.645,0.794,9.539,1.07,2.845,4.43,10.975,0.928,0.111,15.56,776.121,1849.616,2910.755,3913.438
3656_thề,0.211,74.22,-15.553,146.538,147.887,9.573,134.49,162.845,29,28,6.778,0.444,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.211382 seconds),0.86,58.273,0.173,0.249,4.132,0.344,1.1,2.113,5.385,0.986,0.015,20.56,430.813,1915.998,2812.253,3876.158
3660_,2.838,64.394,-16.55,141.113,140.667,14.791,117.347,196.595,209,206,7.11,0.758,47.181,of locally unvoiced frames: 47.181%   (159 / 337),2,45.1,of voice breaks: 45.100%   (1.279861 seconds / 2.837858 seconds),1.266,89.985,0.47,0.582,9.911,1.061,2.725,4.333,10.191,0.952,0.059,16.477,590.665,1721.881,2747.028,3782.87
3664_thề,0.209,71.555,-15.416,137.164,138.748,5.169,132.2,147.239,28,27,7.205,0.292,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.209300 seconds),0.865,62.332,0.339,0.435,3.087,0.271,1.085,1.75,3.685,0.987,0.013,20.888,440.101,1910.708,2811.135,3874.987
3668_,8.29,61.433,-16.692,141.424,142.418,16.935,109.489,204.135,214,210,7.021,0.861,82.139,of locally unvoiced frames: 82.139%   (814 / 991),3,82.004,of voice breaks: 82.004%   (6.797831 seconds / 8.289618 seconds),1.588,111.467,0.624,0.666,10.404,1.076,3.104,4.98,12.682,0.936,0.086,15.843,779.029,1830.282,2903.492,3881.799
3672_thệ,0.193,71.29,-17.362,483.448,370.1,172.543,170.284,533.89,62,61,2.82,1.784,0,of locally unvoiced frames: 0   (0 / 20),0,0,of voice breaks: 0   (0 seconds / 0.192973 seconds),6.441,181.668,3.324,2.892,17.873,1.968,5.925,11.438,15.699,0.86,0.176,9.618,520.781,1973.945,2860.142,3960.379
3676_,2.68,65.532,-16.195,144.005,142.601,13.464,116.12,197.417,225,222,7.007,0.686,40.881,of locally unvoiced frames: 40.881%   (130 / 318),2,38.315,of voice breaks: 38.315%   (1.026876 seconds / 2.680088 seconds),1.883,131.925,0.847,0.905,9.426,0.933,2.969,4.609,10.532,0.934,0.095,16.303,585.82,1712.91,2757.956,3773.979
3680_thệ,0.188,71.221,-18.426,171.863,161.207,24.594,121.803,187.699,26,25,6.454,1.627,0,of locally unvoiced frames: 0   (0 / 19),0,0,of voice breaks: 0   (0 seconds / 0.187904 seconds),6.463,417.096,2.919,2.684,10.302,0.989,4.564,5.494,15.04,0.834,0.33,9.667,519.518,1958.156,2905.838,4049.229
