sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
ú ,0.369,52.15,-26.937,173.551,180.103,52.843,82.182,270.263,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 81),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.964,0.061,20.817,245.79,531.147,2797.116,3928.119
ú ,0.226,54.941,-26.937,171.126,174.106,7.042,169.256,197.974,36,35,5.716,0.267,0,of locally unvoiced frames: 0   (0 / 47),0,0,of voice breaks: 0   (0 seconds / 0.226494 seconds),0.773,44.182,0.266,0.293,3.464,0.336,1.601,1.62,2.688,0.996,0.004,25.999,245.79,531.147,2797.116,3928.119
ù ,0.211,54.381,-43.102,164.035,164.486,5.711,156.233,173.563,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 43),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.966,0.036,18.2,292.463,1485.957,3202.611,4274.566
ù ,0.314,48.715,-43.102,76.929,76.987,3.286,70.51,82.481,19,18,13.086,0.624,7.353,of locally unvoiced frames: 7.353%   (5 / 68),0,0,of voice breaks: 0   (0 seconds / 0.313883 seconds),1.102,144.25,0.322,0.375,11.371,1.769,5.842,5.533,7.289,0.947,0.065,16.993,292.463,1485.957,3202.611,4274.566
ụ ,0.144,52.644,-31.912,207.532,206.33,4.962,193.359,212.189,1,0, --undefined-- , --undefined-- ,14.815,of locally unvoiced frames: 14.815%   (4 / 27),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.943,0.085,17.727,276.861,558.302,2739.34,4060.417
ụ ,0.043,54.379,-31.912,203.439,203.457,0.134,203.333,203.604,5,4,4.913,0.01,0,of locally unvoiced frames: 0   (0 / 3),0,0,of voice breaks: 0   (0 seconds / 0.043265 seconds),0.375,18.407,0.262, --undefined-- ,1.861,0.164,1.241, --undefined-- , --undefined-- ,0.999,0.0007,31.357,276.861,558.302,2739.34,4060.417
ũ ,0.369,51.142,-26.181,115.548,111.739,15.702,64.036,127.557,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 81),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.938,0.086,17.018,296.782,605.388,2962.386,4096.455
ũ ,0.235,51.335,-26.181,113.83,106.805,14.052,74.293,119.302,22,20,9.102,1.096,4.082,of locally unvoiced frames: 4.082%   (2 / 49),1,11.945,of voice breaks: 11.945%   (0.028086 seconds / 0.235126 seconds),3.97,361.355,1.552,1.415,10.206,0.963,3.955,3.611,8.12,0.919,0.104,13.722,296.782,605.388,2962.386,4096.455
ủ ,0.034,57.193,-44.88,184.078,184.078, --undefined-- ,184.078,184.078,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 1),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.995,0.005,23.287,316.241,1078.357,3053.254,4077.922
ủ ,0.217,52.587,-44.88,166.565,147.711,45.19,64.634,187.082,26,24,6.767,2.682,4.444,of locally unvoiced frames: 4.444%   (2 / 45),1,10.488,of voice breaks: 10.488%   (0.022725 seconds / 0.216674 seconds),5.05,341.693,3.022,1.939,13.471,1.286,6.513,4.525,7.667,0.859,0.234,10.083,316.241,1078.357,3053.254,4077.922
thu ,0.287,53.674,-25.463,218.664,218.277,4.079,211.041,233.801,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 61),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.994,0.007,27.468,268.142,569.542,2835.348,3936.069
thu ,0.229,54.481,-25.463,207.85,209.476,6.147,201.181,220.479,42,41,4.789,0.139,0,of locally unvoiced frames: 0   (0 / 47),0,0,of voice breaks: 0   (0 seconds / 0.229108 seconds),0.4,19.141,0.203,0.195,2.528,0.258,1.115,1.243,1.426,0.999,0.001,30.093,268.142,569.542,2835.348,3936.069
thú ,0.302,52.304,-25.573,182.022,199.117,33.009,174.637,307.413,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 65),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.963,0.047,20.553,229.388,515.698,2727.335,3835.821
thú ,0.226,51.435,-25.573,175.043,180.911,13.235,169.485,218.351,38,37,5.469,0.456,0,of locally unvoiced frames: 0   (0 / 47),0,0,of voice breaks: 0   (0 seconds / 0.225906 seconds),1.213,66.32,0.607,0.471,5.414,0.479,2.489,2.952,4.042,0.994,0.006,23.644,229.388,515.698,2727.335,3835.821
